LAUS Code,State,County,County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
CN2816300000000,28,163,"Yazoo County, MS",May-22,8990,8552,438,4.90000000
CN2900100000000,29,001,"Adair County, MO",May-22,9850,9494,356,3.60000000
CN2900300000000,29,003,"Andrew County, MO",May-22,9691,9490,201,2.10000000
CN2900500000000,29,005,"Atchison County, MO",May-22,2716,2655,61,2.20000000
CN2900700000000,29,007,"Audrain County, MO",May-22,10212,9859,353,3.50000000
CN2900900000000,29,009,"Barry County, MO",May-22,14903,14480,423,2.80000000
CN2901100000000,29,011,"Barton County, MO",May-22,5373,5239,134,2.50000000
CN2901300000000,29,013,"Bates County, MO",May-22,7656,7434,222,2.90000000
CN2901500000000,29,015,"Benton County, MO",May-22,7362,7090,272,3.70000000
CN2901700000000,29,017,"Bollinger County, MO",May-22,5352,5206,146,2.70000000
CN2901900000000,29,019,"Boone County, MO",May-22,100414,98144,2270,2.30000000
CN2902100000000,29,021,"Buchanan County, MO",May-22,43360,42251,1109,2.60000000
CN2902300000000,29,023,"Butler County, MO",May-22,18163,17615,548,3.00000000
CN2902500000000,29,025,"Caldwell County, MO",May-22,4257,4143,114,2.70000000
CN2902700000000,29,027,"Callaway County, MO",May-22,21328,20768,560,2.60000000
CN2902900000000,29,029,"Camden County, MO",May-22,19778,19180,598,3.00000000
CN2903100000000,29,031,"Cape Girardeau County, MO",May-22,40557,39536,1021,2.50000000
CN2903300000000,29,033,"Carroll County, MO",May-22,4564,4435,129,2.80000000
CN2903500000000,29,035,"Carter County, MO",May-22,2590,2501,89,3.40000000
CN2903700000000,29,037,"Cass County, MO",May-22,54345,52951,1394,2.60000000
CN2903900000000,29,039,"Cedar County, MO",May-22,5801,5635,166,2.90000000
CN2904100000000,29,041,"Chariton County, MO",May-22,3779,3699,80,2.10000000
CN2904300000000,29,043,"Christian County, MO",May-22,47021,45990,1031,2.20000000
CN2904500000000,29,045,"Clark County, MO",May-22,3133,3040,93,3.00000000
CN2904700000000,29,047,"Clay County, MO",May-22,136805,133260,3545,2.60000000
CN2904900000000,29,049,"Clinton County, MO",May-22,10530,10248,282,2.70000000
CN2905100000000,29,051,"Cole County, MO",May-22,38546,37712,834,2.20000000
CN2905300000000,29,053,"Cooper County, MO",May-22,7150,6967,183,2.60000000
CN2905500000000,29,055,"Crawford County, MO",May-22,10976,10642,334,3.00000000
CN2905700000000,29,057,"Dade County, MO",May-22,3581,3498,83,2.30000000
CN2905900000000,29,059,"Dallas County, MO",May-22,7257,7030,227,3.10000000
CN2906100000000,29,061,"Daviess County, MO",May-22,4216,4117,99,2.30000000
CN2906300000000,29,063,"DeKalb County, MO",May-22,4173,4079,94,2.30000000
CN2906500000000,29,065,"Dent County, MO",May-22,6438,6224,214,3.30000000
CN2906700000000,29,067,"Douglas County, MO",May-22,5209,5056,153,2.90000000
CN2906900000000,29,069,"Dunklin County, MO",May-22,11304,10803,501,4.40000000
CN2907100000000,29,071,"Franklin County, MO",May-22,53031,51707,1324,2.50000000
CN2907300000000,29,073,"Gasconade County, MO",May-22,7656,7481,175,2.30000000
CN2907500000000,29,075,"Gentry County, MO",May-22,3413,3342,71,2.10000000
CN2907700000000,29,077,"Greene County, MO",May-22,153850,150256,3594,2.30000000
CN2907900000000,29,079,"Grundy County, MO",May-22,4222,4105,117,2.80000000
CN2908100000000,29,081,"Harrison County, MO",May-22,3826,3733,93,2.40000000
CN2908300000000,29,083,"Henry County, MO",May-22,10075,9810,265,2.60000000
CN2908500000000,29,085,"Hickory County, MO",May-22,4048,3936,112,2.80000000
CN2908700000000,29,087,"Holt County, MO",May-22,2555,2506,49,1.90000000
CN2908900000000,29,089,"Howard County, MO",May-22,4816,4696,120,2.50000000
CN2909100000000,29,091,"Howell County, MO",May-22,15932,15411,521,3.30000000
CN2909300000000,29,093,"Iron County, MO",May-22,3476,3329,147,4.20000000
CN2909500000000,29,095,"Jackson County, MO",May-22,355748,344285,11463,3.20000000
CN2909700000000,29,097,"Jasper County, MO",May-22,57407,55909,1498,2.60000000
CN2909900000000,29,099,"Jefferson County, MO",May-22,118085,115055,3030,2.60000000
CN2910100000000,29,101,"Johnson County, MO",May-22,22742,22065,677,3.00000000
CN2910300000000,29,103,"Knox County, MO",May-22,1733,1691,42,2.40000000
CN2910500000000,29,105,"Laclede County, MO",May-22,16570,16120,450,2.70000000
CN2910700000000,29,107,"Lafayette County, MO",May-22,16661,16213,448,2.70000000
CN2910900000000,29,109,"Lawrence County, MO",May-22,17260,16815,445,2.60000000
CN2911100000000,29,111,"Lewis County, MO",May-22,4843,4728,115,2.40000000
CN2911300000000,29,113,"Lincoln County, MO",May-22,29362,28564,798,2.70000000
CN2911500000000,29,115,"Linn County, MO",May-22,5100,4947,153,3.00000000
CN2911700000000,29,117,"Livingston County, MO",May-22,7309,7156,153,2.10000000
CN2911900000000,29,119,"McDonald County, MO",May-22,10949,10652,297,2.70000000
CN2912100000000,29,121,"Macon County, MO",May-22,7358,7171,187,2.50000000
CN2912300000000,29,123,"Madison County, MO",May-22,5470,5307,163,3.00000000
CN2912500000000,29,125,"Maries County, MO",May-22,3940,3835,105,2.70000000
CN2912700000000,29,127,"Marion County, MO",May-22,14008,13656,352,2.50000000
CN2912900000000,29,129,"Mercer County, MO",May-22,1846,1805,41,2.20000000
CN2913100000000,29,131,"Miller County, MO",May-22,12867,12540,327,2.50000000
CN2913300000000,29,133,"Mississippi County, MO",May-22,5354,5168,186,3.50000000
CN2913500000000,29,135,"Moniteau County, MO",May-22,7063,6897,166,2.40000000
CN2913700000000,29,137,"Monroe County, MO",May-22,3838,3730,108,2.80000000
CN2913900000000,29,139,"Montgomery County, MO",May-22,5933,5783,150,2.50000000
CN2914100000000,29,141,"Morgan County, MO",May-22,8560,8307,253,3.00000000
CN2914300000000,29,143,"New Madrid County, MO",May-22,8512,8248,264,3.10000000
CN2914500000000,29,145,"Newton County, MO",May-22,27278,26554,724,2.70000000
CN2914700000000,29,147,"Nodaway County, MO",May-22,10700,10415,285,2.70000000
CN2914900000000,29,149,"Oregon County, MO",May-22,3807,3682,125,3.30000000
CN2915100000000,29,151,"Osage County, MO",May-22,7018,6869,149,2.10000000
CN2915300000000,29,153,"Ozark County, MO",May-22,3538,3413,125,3.50000000
CN2915500000000,29,155,"Pemiscot County, MO",May-22,5840,5566,274,4.70000000
CN2915700000000,29,157,"Perry County, MO",May-22,9598,9360,238,2.50000000
CN2915900000000,29,159,"Pettis County, MO",May-22,19904,19367,537,2.70000000
CN2916100000000,29,161,"Phelps County, MO",May-22,20200,19646,554,2.70000000
CN2916300000000,29,163,"Pike County, MO",May-22,7304,7105,199,2.70000000
CN2916500000000,29,165,"Platte County, MO",May-22,59248,57805,1443,2.40000000
CN2916700000000,29,167,"Polk County, MO",May-22,14751,14355,396,2.70000000
CN2916900000000,29,169,"Pulaski County, MO",May-22,14611,14148,463,3.20000000
CN2917100000000,29,171,"Putnam County, MO",May-22,2229,2178,51,2.30000000
CN2917300000000,29,173,"Ralls County, MO",May-22,5534,5403,131,2.40000000
CN2917500000000,29,175,"Randolph County, MO",May-22,10475,10184,291,2.80000000
CN2917700000000,29,177,"Ray County, MO",May-22,10736,10413,323,3.00000000
